0, Infinity, Infinity, 86310.25642827815, Infinity, 87244.0647337767, 85924.87378699318, Infinity, Infinity, 2.237545196951416E269, 441114.53780626267, Infinity, 87244.0647337767, Infinity, Infinity, 6.287780297397244E8, Infinity, Infinity, Infinity, 4.665524109288783E168, 1.618936348145231E81
702, 19063.11114132331, 13137.359808193753, 13877.089086236469, 13944.82094338313, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347, 16790.72077514328, 16885.76642953238, 16959.548834344703, 16967.0894770612, 17187.927920895323, 17203.33454023339, 17336.014508559005
703, 24562.31645263006, 13137.359808193753, 13877.089086236469, 13944.82094338313, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347, 16790.72077514328, 16885.76642953238, 16959.548834344703, 16967.0894770612, 17187.927920895323, 17203.33454023339, 17336.014508559005
704, 12829.455812247556, 13137.359808193753, 13877.089086236469, 13944.82094338313, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347, 16790.72077514328, 16885.76642953238, 16959.548834344703, 16967.0894770612, 17187.927920895323, 17203.33454023339, 17336.014508559005
705, 18244.821106381478, 13137.359808193753, 13877.089086236469, 13944.82094338313, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347, 16790.72077514328, 16885.76642953238, 16959.548834344703, 16967.0894770612, 17187.927920895323, 17203.33454023339, 17336.014508559005
706, 16931.439778080447, 13137.359808193753, 13877.089086236469, 13944.82094338313, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347, 16790.72077514328, 16885.76642953238, 16959.548834344703, 16967.0894770612, 17187.927920895323, 17203.33454023339, 17336.014508559005
707, 17844.5556703985, 13137.359808193753, 13877.089086236469, 13944.82094338313, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347, 16790.72077514328, 16885.76642953238, 16959.548834344703, 16967.0894770612, 17187.927920895323, 17203.33454023339, 17336.014508559005
708, 14107.22736751612, 13137.359808193753, 13877.089086236469, 13944.82094338313, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347, 16790.72077514328, 16885.76642953238, 16959.548834344703, 16967.0894770612, 17187.927920895323, 17203.33454023339, 17336.014508559005
709, 24527.40611953924, 13137.359808193753, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347, 16790.72077514328, 16885.76642953238, 16959.548834344703, 16967.0894770612, 17187.927920895323, 17203.33454023339
710, Infinity, 13137.359808193753, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347, 16790.72077514328, 16885.76642953238, 16959.548834344703, 16967.0894770612, 17187.927920895323, 17203.33454023339
711, 15129.706585134434, 13137.359808193753, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347, 16790.72077514328, 16885.76642953238, 16959.548834344703, 16967.0894770612, 17187.927920895323, 17203.33454023339
712, 12244.269296991028, 13137.359808193753, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347, 16790.72077514328, 16885.76642953238, 16959.548834344703, 16967.0894770612, 17187.927920895323
713, 18984.23082189451, 12244.269296991028, 13137.359808193753, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347, 16790.72077514328, 16885.76642953238, 16959.548834344703, 16967.0894770612
714, 19158.048032802908, 12244.269296991028, 13137.359808193753, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347, 16790.72077514328, 16885.76642953238, 16959.548834344703, 16967.0894770612
715, 18866.50690900225, 12244.269296991028, 13137.359808193753, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347, 16790.72077514328, 16885.76642953238, 16959.548834344703, 16967.0894770612
716, 10992.279866889421, 12244.269296991028, 13137.359808193753, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347, 16790.72077514328, 16885.76642953238, 16959.548834344703, 16967.0894770612
717, 18793.311212518896, 10992.279866889421, 12244.269296991028, 13137.359808193753, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347, 16790.72077514328, 16885.76642953238, 16959.548834344703
718, 16382.384746890555, 10992.279866889421, 12244.269296991028, 13137.359808193753, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347, 16790.72077514328, 16885.76642953238, 16959.548834344703
719, 21420.7358592325, 10992.279866889421, 12244.269296991028, 13137.359808193753, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347, 16790.72077514328, 16885.76642953238
720, 7.2094927230183665E283, 10992.279866889421, 12244.269296991028, 13137.359808193753, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347, 16790.72077514328, 16885.76642953238
721, 8999.226462427394, 10992.279866889421, 12244.269296991028, 13137.359808193753, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347, 16790.72077514328, 16885.76642953238
722, 18878.96824207701, 10992.279866889421, 12244.269296991028, 13137.359808193753, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347, 16790.72077514328, 16885.76642953238
723, 13714.074881141092, 10992.279866889421, 12244.269296991028, 13137.359808193753, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347, 16790.72077514328, 16885.76642953238
724, Infinity, 10992.279866889421, 12244.269296991028, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347, 16790.72077514328
725, 12708.144946288334, 10992.279866889421, 12244.269296991028, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347, 16790.72077514328
726, 19160.410256605905, 10992.279866889421, 12244.269296991028, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347
727, 18365.11308542274, 10992.279866889421, 12244.269296991028, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347
728, 17175.524936137597, 10992.279866889421, 12244.269296991028, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347
729, 18914.564133479005, 10992.279866889421, 12244.269296991028, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347
730, Infinity, 10992.279866889421, 12244.269296991028, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347
731, 19480.358935967164, 10992.279866889421, 12244.269296991028, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347
732, 20262.124329998518, 10992.279866889421, 12244.269296991028, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347
733, 18775.61678639379, 10992.279866889421, 12244.269296991028, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347
734, 18935.760341665777, 10992.279866889421, 12244.269296991028, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347
735, 16855.216323437427, 10992.279866889421, 12244.269296991028, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347
736, 16288.452353365305, 10992.279866889421, 12244.269296991028, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712, 16762.850367594347
737, 18502.90749472333, 10992.279866889421, 12244.269296991028, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712
738, 15830.262676642751, 10992.279866889421, 12244.269296991028, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712
739, 18658.05824445478, 10992.279866889421, 12244.269296991028, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712
740, 18330.702863498675, 10992.279866889421, 12244.269296991028, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712
741, 30883.300399874184, 10992.279866889421, 12244.269296991028, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712
742, 22408.59239650412, 10992.279866889421, 12244.269296991028, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712
743, 19066.18308633256, 10992.279866889421, 12244.269296991028, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712
744, 18052.111222194002, 10992.279866889421, 12244.269296991028, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712
745, 19981.50544416543, 10992.279866889421, 12244.269296991028, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712
746, 37330.486160054934, 10992.279866889421, 12244.269296991028, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712
747, 20276.091773615728, 10992.279866889421, 12244.269296991028, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712
748, 22460.23565130618, 10992.279866889421, 12244.269296991028, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712
749, 17532.502016403167, 10992.279866889421, 12244.269296991028, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712
750, 19058.464896153095, 10992.279866889421, 12244.269296991028, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712
751, 14464.398148269876, 10992.279866889421, 12244.269296991028, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211, 16745.750377039712
752, 21357.93262814028, 10992.279866889421, 12244.269296991028, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 14464.398148269876, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211
753, 18883.077965950077, 10992.279866889421, 12244.269296991028, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 14464.398148269876, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211
754, 18852.227369032327, 10992.279866889421, 12244.269296991028, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 14464.398148269876, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211
755, 26307.839700969722, 10992.279866889421, 12244.269296991028, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 14464.398148269876, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211
756, 16746.591406264313, 10992.279866889421, 12244.269296991028, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 14464.398148269876, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211
757, 12706.603004901686, 10992.279866889421, 12244.269296991028, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 14464.398148269876, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444, 16608.07856077211
758, 19025.94840123197, 10992.279866889421, 12244.269296991028, 12706.603004901686, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 14464.398148269876, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444
759, 1.855753504428137E7, 10992.279866889421, 12244.269296991028, 12706.603004901686, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 14464.398148269876, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444
760, 15966.98248118637, 10992.279866889421, 12244.269296991028, 12706.603004901686, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 14464.398148269876, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444
761, 16921.887102127694, 10992.279866889421, 12244.269296991028, 12706.603004901686, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 14464.398148269876, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444
762, 1576.5886527205273, 10992.279866889421, 12244.269296991028, 12706.603004901686, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 14464.398148269876, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555, 16452.3817172773, 16527.851697267444
763, 9196.75939984471, 1576.5886527205273, 10992.279866889421, 12244.269296991028, 12706.603004901686, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 14464.398148269876, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555, 16452.3817172773
764, 18420.37129276816, 1576.5886527205273, 10992.279866889421, 12244.269296991028, 12706.603004901686, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 14464.398148269876, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555, 16452.3817172773
765, 14713.715644717227, 1576.5886527205273, 10992.279866889421, 12244.269296991028, 12706.603004901686, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 14464.398148269876, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555, 16452.3817172773
766, 18886.84115851229, 1576.5886527205273, 10992.279866889421, 12244.269296991028, 12706.603004901686, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 14464.398148269876, 14713.715644717227, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555
767, 21135.987112752493, 1576.5886527205273, 10992.279866889421, 12244.269296991028, 12706.603004901686, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 14464.398148269876, 14713.715644717227, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555
768, 9967.338772873145, 1576.5886527205273, 10992.279866889421, 12244.269296991028, 12706.603004901686, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 14464.398148269876, 14713.715644717227, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555
769, 19142.378166015627, 1576.5886527205273, 10992.279866889421, 12244.269296991028, 12706.603004901686, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 14464.398148269876, 14713.715644717227, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555
770, 19071.0950157173, 1576.5886527205273, 10992.279866889421, 12244.269296991028, 12706.603004901686, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 14464.398148269876, 14713.715644717227, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555
771, 14340.954481654062, 1576.5886527205273, 10992.279866889421, 12244.269296991028, 12706.603004901686, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 14464.398148269876, 14713.715644717227, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744, 16382.384746890555
772, 12775.90393256172, 1576.5886527205273, 10992.279866889421, 12244.269296991028, 12706.603004901686, 12708.144946288334, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 14340.954481654062, 14464.398148269876, 14713.715644717227, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305, 16361.232471408744
773, 19058.464896153095, 1576.5886527205273, 10992.279866889421, 12244.269296991028, 12706.603004901686, 12708.144946288334, 12775.90393256172, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 14340.954481654062, 14464.398148269876, 14713.715644717227, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305
774, 18909.825484925866, 1576.5886527205273, 10992.279866889421, 12244.269296991028, 12706.603004901686, 12708.144946288334, 12775.90393256172, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 14340.954481654062, 14464.398148269876, 14713.715644717227, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305
775, 14532.682341502392, 1576.5886527205273, 10992.279866889421, 12244.269296991028, 12706.603004901686, 12708.144946288334, 12775.90393256172, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 14340.954481654062, 14464.398148269876, 14713.715644717227, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864, 16288.452353365305
776, 15120.698850164503, 1576.5886527205273, 10992.279866889421, 12244.269296991028, 12706.603004901686, 12708.144946288334, 12775.90393256172, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 14340.954481654062, 14464.398148269876, 14532.682341502392, 14713.715644717227, 15129.706585134434, 15406.839212509572, 15904.110958932537, 15958.057424817864
777, 18903.065224711438, 1576.5886527205273, 10992.279866889421, 12244.269296991028, 12706.603004901686, 12708.144946288334, 12775.90393256172, 13137.359808193753, 13714.074881141092, 13877.089086236469, 13944.82094338313, 14107.22736751612, 14340.954481654062, 14464.398148269876, 14532.682341502392, 14713.715644717227, 15120.698850164503, 15129.706585134434, 15406.839212509572, 15904.110958932537
